id,invoice_description,amount_usd,is_fraud,fraud_type
INV-2026-10775,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-743. Approved by IT director.,8264.55,0,none
INV-2026-10776,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -6424.,46098.85,1,fraud
INV-2026-10777,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-526 and PO-33363.,48348.37,0,none
INV-2026-10778,Special management advisory fee regarding Q3 corporate restructuring.,44978.96,1,fraud
INV-2026-10779,Monthly retainer for executive legal counsel per Master Service Agreement MSA-963 and PO-82151.,7592.74,0,none
INV-2026-10780,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -4425.,30990.63,1,fraud
INV-2026-10781,Monthly retainer for freight shipping per Master Service Agreement MSA-847 and PO-92441.,36479.63,0,none
INV-2026-10782,Special management advisory fee regarding Q3 corporate restructuring.,29181.99,1,fraud
INV-2026-10783,Routine notice: Scheduled update to primary remittance account #9514 for contract CTR-232.,36730.05,0,none
INV-2026-10784,Re-submission: Invoice for PO-33580 services rendered. Remit via updated wire transfer protocol.,48983.63,1,fraud
INV-2026-10785,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-124 and PO-70933.,40178.65,0,none
INV-2026-10786,Re-submission: Invoice for PO-53750 services rendered. Remit via updated wire transfer protocol.,32390.3,1,fraud
INV-2026-10787,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-909. Approved by IT director.,27949.69,0,none
INV-2026-10788,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,41770.1,1,fraud
INV-2026-10789,Fulfillment of PO-54294: 500 units of part #PRD-8849 shipped to Chicago distribution hub.,40065.46,0,none
INV-2026-10790,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,23661.03,1,fraud
INV-2026-10791,Executive travel reimbursement and client dining expense report for Q2 strategic review.,1917.2,0,none
INV-2026-10792,Special management advisory fee regarding Q3 corporate restructuring.,42196.22,1,fraud
INV-2026-10793,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-741. Approved by IT director.,30164.4,0,none
INV-2026-10794,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -2422.,25355.67,1,fraud
INV-2026-10795,Fulfillment of PO-49666: 50 units of part #PRD-9603 shipped to Chicago distribution hub.,9575.62,0,none
INV-2026-10796,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -9290.,2221.8,1,fraud
INV-2026-10797,Executive travel reimbursement and client dining expense report for Q2 strategic review.,16207.58,0,none
INV-2026-10798,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -4361.,36503.96,1,fraud
INV-2026-10799,Executive travel reimbursement and client dining expense report for Q2 strategic review.,46684.53,0,none
INV-2026-10800,Special management advisory fee regarding Q3 corporate restructuring.,38542.83,1,fraud
INV-2026-10801,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-691. Approved by IT director.,10827.22,0,none
INV-2026-10802,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -5467.,8316.72,1,fraud
INV-2026-10803,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-115. Approved by IT director.,11122.29,0,none
INV-2026-10804,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -5011.,9392.47,1,fraud
INV-2026-10805,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-446. Approved by IT director.,2420.64,0,none
INV-2026-10806,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,9770.17,1,fraud
INV-2026-10807,Routine notice: Scheduled update to primary remittance account #6119 for contract CTR-744.,17284.27,0,none
INV-2026-10808,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,40829.7,1,fraud
INV-2026-10809,Executive travel reimbursement and client dining expense report for Q2 strategic review.,12353.02,0,none
INV-2026-10810,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,9984.3,1,fraud
INV-2026-10811,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-564. Approved by IT director.,6531.47,0,none
INV-2026-10812,Re-submission: Invoice for PO-32387 services rendered. Remit via updated wire transfer protocol.,25889.53,1,fraud
INV-2026-10813,Executive travel reimbursement and client dining expense report for Q2 strategic review.,27104.53,0,none
INV-2026-10814,Re-submission: Invoice for PO-41270 services rendered. Remit via updated wire transfer protocol.,8791.99,1,fraud
INV-2026-10815,Executive travel reimbursement and client dining expense report for Q2 strategic review.,28793.35,0,none
INV-2026-10816,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -8972.,6601.82,1,fraud
INV-2026-10817,Routine notice: Scheduled update to primary remittance account #3886 for contract CTR-433.,16093.75,0,none
INV-2026-10818,Re-submission: Invoice for PO-24253 services rendered. Remit via updated wire transfer protocol.,25220.46,1,fraud
INV-2026-10819,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-322 and PO-28208.,33383.19,0,none
INV-2026-10820,Re-submission: Invoice for PO-61115 services rendered. Remit via updated wire transfer protocol.,11077.42,1,fraud
INV-2026-10821,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-683. Approved by IT director.,49524.17,0,none
INV-2026-10822,Special management advisory fee regarding Q3 corporate restructuring.,4058.12,1,fraud
INV-2026-10823,Routine notice: Scheduled update to primary remittance account #5623 for contract CTR-100.,43418.3,0,none
INV-2026-10824,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,20895.6,1,fraud
INV-2026-10825,Executive travel reimbursement and client dining expense report for Q2 strategic review.,10223.12,0,none
INV-2026-10826,Re-submission: Invoice for PO-64687 services rendered. Remit via updated wire transfer protocol.,7579.59,1,fraud
INV-2026-10827,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-247 and PO-73792.,5148.51,0,none
INV-2026-10828,Re-submission: Invoice for PO-89223 services rendered. Remit via updated wire transfer protocol.,25961.33,1,fraud
INV-2026-10829,Routine notice: Scheduled update to primary remittance account #7959 for contract CTR-493.,30624.09,0,none
INV-2026-10830,Special management advisory fee regarding Q3 corporate restructuring.,21131.05,1,fraud
INV-2026-10831,Routine notice: Scheduled update to primary remittance account #7038 for contract CTR-475.,6545.05,0,none
INV-2026-10832,Re-submission: Invoice for PO-78997 services rendered. Remit via updated wire transfer protocol.,4833.5,1,fraud
INV-2026-10833,Routine notice: Scheduled update to primary remittance account #9834 for contract CTR-351.,40106.81,0,none
INV-2026-10834,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -8681.,23247.7,1,fraud
INV-2026-10835,Executive travel reimbursement and client dining expense report for Q2 strategic review.,15171.21,0,none
INV-2026-10836,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,31835.7,1,fraud
INV-2026-10837,Routine notice: Scheduled update to primary remittance account #1447 for contract CTR-686.,15053.97,0,none
INV-2026-10838,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,31174.09,1,fraud
INV-2026-10839,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-114. Approved by IT director.,33298.63,0,none
INV-2026-10840,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -9640.,43238.71,1,fraud
INV-2026-10841,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-248. Approved by IT director.,38748.02,0,none
INV-2026-10842,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,3661.96,1,fraud
INV-2026-10843,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-153. Approved by IT director.,15766.99,0,none
INV-2026-10844,Special management advisory fee regarding Q3 corporate restructuring.,13868.63,1,fraud
INV-2026-10845,Routine notice: Scheduled update to primary remittance account #6172 for contract CTR-112.,48126.37,0,none
INV-2026-10846,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,17413.4,1,fraud
INV-2026-10847,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-361. Approved by IT director.,38884.4,0,none
INV-2026-10848,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,16350.22,1,fraud
INV-2026-10849,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-951 and PO-18906.,26737.95,0,none
INV-2026-10850,Re-submission: Invoice for PO-47132 services rendered. Remit via updated wire transfer protocol.,2161.32,1,fraud
INV-2026-10851,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-708 and PO-96062.,5232.93,0,none
INV-2026-10852,Special management advisory fee regarding Q3 corporate restructuring.,35087.03,1,fraud
INV-2026-10853,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-578. Approved by IT director.,38698.6,0,none
INV-2026-10854,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -7271.,20040.93,1,fraud
INV-2026-10855,Monthly retainer for hardware maintenance per Master Service Agreement MSA-932 and PO-44690.,25094.37,0,none
INV-2026-10856,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,8049.76,1,fraud
INV-2026-10857,Executive travel reimbursement and client dining expense report for Q2 strategic review.,6061.07,0,none
INV-2026-10858,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,8293.86,1,fraud
INV-2026-10859,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-780 and PO-61181.,45326.26,0,none
INV-2026-10860,Special management advisory fee regarding Q3 corporate restructuring.,42358.41,1,fraud
INV-2026-10861,Monthly retainer for freight shipping per Master Service Agreement MSA-331 and PO-10433.,28794.95,0,none
INV-2026-10862,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -2485.,18902.41,1,fraud
INV-2026-10863,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-961. Approved by IT director.,28169.3,0,none
INV-2026-10864,Re-submission: Invoice for PO-61131 services rendered. Remit via updated wire transfer protocol.,5158.26,1,fraud
INV-2026-10865,Executive travel reimbursement and client dining expense report for Q2 strategic review.,24972.39,0,none
INV-2026-10866,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,48362.13,1,fraud
INV-2026-10867,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-447 and PO-17347.,6791.17,0,none
INV-2026-10868,Special management advisory fee regarding Q3 corporate restructuring.,2807.01,1,fraud
INV-2026-10869,Fulfillment of PO-12498: 200 units of part #PRD-1750 shipped to Chicago distribution hub.,35363.54,0,none
INV-2026-10870,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,23353.05,1,fraud
INV-2026-10871,Fulfillment of PO-23937: 50 units of part #PRD-9145 shipped to Chicago distribution hub.,4092.4,0,none
INV-2026-10872,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,48816.81,1,fraud
INV-2026-10873,Routine notice: Scheduled update to primary remittance account #3841 for contract CTR-240.,17439.68,0,none
INV-2026-10874,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,22494.4,1,fraud
INV-2026-10875,Routine notice: Scheduled update to primary remittance account #3584 for contract CTR-236.,1765.89,0,none
INV-2026-10876,Re-submission: Invoice for PO-10946 services rendered. Remit via updated wire transfer protocol.,21394.89,1,fraud
INV-2026-10877,Executive travel reimbursement and client dining expense report for Q2 strategic review.,23070.54,0,none
INV-2026-10878,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,30990.44,1,fraud
INV-2026-10879,Monthly retainer for hardware maintenance per Master Service Agreement MSA-456 and PO-64891.,6757.88,0,none
INV-2026-10880,Special management advisory fee regarding Q3 corporate restructuring.,23746.58,1,fraud
INV-2026-10881,Fulfillment of PO-35391: 50 units of part #PRD-3444 shipped to Chicago distribution hub.,25378.23,0,none
INV-2026-10882,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,22298.91,1,fraud
INV-2026-10883,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-924. Approved by IT director.,46318.21,0,none
INV-2026-10884,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,4472.12,1,fraud
INV-2026-10885,Fulfillment of PO-85990: 200 units of part #PRD-7865 shipped to Chicago distribution hub.,37607.25,0,none
INV-2026-10886,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -2606.,12618.8,1,fraud
INV-2026-10887,Executive travel reimbursement and client dining expense report for Q2 strategic review.,3662.63,0,none
INV-2026-10888,Re-submission: Invoice for PO-89879 services rendered. Remit via updated wire transfer protocol.,19300.77,1,fraud
INV-2026-10889,Executive travel reimbursement and client dining expense report for Q2 strategic review.,7233.38,0,none
INV-2026-10890,Special management advisory fee regarding Q3 corporate restructuring.,21492.97,1,fraud
INV-2026-10891,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-402. Approved by IT director.,5237.24,0,none
INV-2026-10892,Special management advisory fee regarding Q3 corporate restructuring.,14679.37,1,fraud
INV-2026-10893,Executive travel reimbursement and client dining expense report for Q2 strategic review.,45773.98,0,none
INV-2026-10894,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,21859.18,1,fraud
INV-2026-10895,Executive travel reimbursement and client dining expense report for Q2 strategic review.,5071.48,0,none
INV-2026-10896,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,32734.37,1,fraud
INV-2026-10897,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-591 and PO-97691.,43038.18,0,none
INV-2026-10898,Special management advisory fee regarding Q3 corporate restructuring.,39703.08,1,fraud
INV-2026-10899,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-820. Approved by IT director.,44778.29,0,none
INV-2026-10900,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -9887.,29186.24,1,fraud
INV-2026-10901,Fulfillment of PO-54000: 500 units of part #PRD-1898 shipped to Chicago distribution hub.,47320.79,0,none
INV-2026-10902,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -1669.,18912.99,1,fraud
INV-2026-10903,Fulfillment of PO-18782: 500 units of part #PRD-4354 shipped to Chicago distribution hub.,49081.33,0,none
INV-2026-10904,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,16702.73,1,fraud
INV-2026-10905,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-796. Approved by IT director.,19267.88,0,none
INV-2026-10906,Re-submission: Invoice for PO-79033 services rendered. Remit via updated wire transfer protocol.,34237.11,1,fraud
INV-2026-10907,Routine notice: Scheduled update to primary remittance account #4085 for contract CTR-562.,44703.26,0,none
INV-2026-10908,Re-submission: Invoice for PO-61207 services rendered. Remit via updated wire transfer protocol.,6358.88,1,fraud
INV-2026-10909,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-813. Approved by IT director.,26513.69,0,none
INV-2026-10910,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,17988.31,1,fraud
INV-2026-10911,Executive travel reimbursement and client dining expense report for Q2 strategic review.,41912.43,0,none
INV-2026-10912,Special management advisory fee regarding Q3 corporate restructuring.,30074.51,1,fraud
INV-2026-10913,Routine notice: Scheduled update to primary remittance account #6021 for contract CTR-555.,9415.12,0,none
INV-2026-10914,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -3430.,18302.92,1,fraud
INV-2026-10915,Executive travel reimbursement and client dining expense report for Q2 strategic review.,9931.75,0,none
INV-2026-10916,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,29151.73,1,fraud
INV-2026-10917,Executive travel reimbursement and client dining expense report for Q2 strategic review.,48923.11,0,none
INV-2026-10918,Quarterly consulting retainer for hardware maintenance support. Direct payment required per invoice terms.,6953.01,1,fraud
INV-2026-10919,Monthly retainer for executive legal counsel per Master Service Agreement MSA-611 and PO-29055.,1210.42,0,none
INV-2026-10920,Special management advisory fee regarding Q3 corporate restructuring.,44902.9,1,fraud
INV-2026-10921,Routine notice: Scheduled update to primary remittance account #6549 for contract CTR-918.,34768.2,0,none
INV-2026-10922,Re-submission: Invoice for PO-98867 services rendered. Remit via updated wire transfer protocol.,2214.98,1,fraud
INV-2026-10923,Routine notice: Scheduled update to primary remittance account #1901 for contract CTR-556.,30799.41,0,none
INV-2026-10924,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,5095.89,1,fraud
INV-2026-10925,Executive travel reimbursement and client dining expense report for Q2 strategic review.,30555.42,0,none
INV-2026-10926,Special management advisory fee regarding Q3 corporate restructuring.,19111.87,1,fraud
INV-2026-10927,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-391. Approved by IT director.,43840.79,0,none
INV-2026-10928,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,15143.07,1,fraud
INV-2026-10929,Executive travel reimbursement and client dining expense report for Q2 strategic review.,11181.41,0,none
INV-2026-10930,Re-submission: Invoice for PO-18665 services rendered. Remit via updated wire transfer protocol.,1324.32,1,fraud
INV-2026-10931,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-279. Approved by IT director.,10114.31,0,none
INV-2026-10932,Re-submission: Invoice for PO-74302 services rendered. Remit via updated wire transfer protocol.,25210.92,1,fraud
INV-2026-10933,Executive travel reimbursement and client dining expense report for Q2 strategic review.,47845.3,0,none
INV-2026-10934,Re-submission: Invoice for PO-97282 services rendered. Remit via updated wire transfer protocol.,25102.44,1,fraud
INV-2026-10935,Fulfillment of PO-46335: 200 units of part #PRD-2093 shipped to Chicago distribution hub.,29472.22,0,none
INV-2026-10936,Special management advisory fee regarding Q3 corporate restructuring.,19286.91,1,fraud
INV-2026-10937,Routine notice: Scheduled update to primary remittance account #3394 for contract CTR-965.,16664.37,0,none
INV-2026-10938,Quarterly consulting retainer for hardware maintenance support. Direct payment required per invoice terms.,32176.11,1,fraud
INV-2026-10939,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-396. Approved by IT director.,10496.93,0,none
INV-2026-10940,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,41514.28,1,fraud
INV-2026-10941,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-801. Approved by IT director.,41342.43,0,none
INV-2026-10942,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,17675.34,1,fraud
INV-2026-10943,Fulfillment of PO-30257: 500 units of part #PRD-4622 shipped to Chicago distribution hub.,39960.23,0,none
INV-2026-10944,Special management advisory fee regarding Q3 corporate restructuring.,23564.08,1,fraud
INV-2026-10945,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-938 and PO-27200.,16267.1,0,none
INV-2026-10946,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -6604.,9438.15,1,fraud
INV-2026-10947,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-862. Approved by IT director.,34714.31,0,none
INV-2026-10948,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -2830.,4809.03,1,fraud
INV-2026-10949,Executive travel reimbursement and client dining expense report for Q2 strategic review.,30065.63,0,none
INV-2026-10950,Re-submission: Invoice for PO-15672 services rendered. Remit via updated wire transfer protocol.,37972.96,1,fraud
INV-2026-10951,Monthly retainer for freight shipping per Master Service Agreement MSA-310 and PO-87018.,2433.7,0,none
INV-2026-10952,Quarterly consulting retainer for hardware maintenance support. Direct payment required per invoice terms.,39259.3,1,fraud
INV-2026-10953,Routine notice: Scheduled update to primary remittance account #1229 for contract CTR-617.,26913.1,0,none
INV-2026-10954,Quarterly consulting retainer for hardware maintenance support. Direct payment required per invoice terms.,46103.38,1,fraud
INV-2026-10955,Executive travel reimbursement and client dining expense report for Q2 strategic review.,9861.58,0,none
INV-2026-10956,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -7677.,6529.43,1,fraud
INV-2026-10957,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-577. Approved by IT director.,38351.41,0,none
INV-2026-10958,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -9088.,6670.41,1,fraud
INV-2026-10959,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-714. Approved by IT director.,28141.88,0,none
INV-2026-10960,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -3937.,1626.51,1,fraud
INV-2026-10961,Executive travel reimbursement and client dining expense report for Q2 strategic review.,8025.01,0,none
INV-2026-10962,Re-submission: Invoice for PO-32114 services rendered. Remit via updated wire transfer protocol.,17592.95,1,fraud
INV-2026-10963,Routine notice: Scheduled update to primary remittance account #5563 for contract CTR-225.,38476.03,0,none
INV-2026-10964,Special management advisory fee regarding Q3 corporate restructuring.,33667.17,1,fraud
INV-2026-10965,Executive travel reimbursement and client dining expense report for Q2 strategic review.,6987.31,0,none
INV-2026-10966,Re-submission: Invoice for PO-92361 services rendered. Remit via updated wire transfer protocol.,37152.12,1,fraud
INV-2026-10967,Monthly retainer for executive legal counsel per Master Service Agreement MSA-794 and PO-13506.,8484.1,0,none
INV-2026-10968,Special management advisory fee regarding Q3 corporate restructuring.,39843.84,1,fraud
INV-2026-10969,Fulfillment of PO-75260: 200 units of part #PRD-9270 shipped to Chicago distribution hub.,27579.47,0,none
INV-2026-10970,Special management advisory fee regarding Q3 corporate restructuring.,23055.66,1,fraud
INV-2026-10971,Executive travel reimbursement and client dining expense report for Q2 strategic review.,44350.31,0,none
INV-2026-10972,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,38436.55,1,fraud
INV-2026-10973,Routine notice: Scheduled update to primary remittance account #8697 for contract CTR-775.,24319.64,0,none
INV-2026-10974,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,31230.04,1,fraud
INV-2026-10975,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-428. Approved by IT director.,42009.77,0,none
INV-2026-10976,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -2594.,21979.26,1,fraud
INV-2026-10977,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-459. Approved by IT director.,12496.48,0,none
INV-2026-10978,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -6531.,9319.18,1,fraud
INV-2026-10979,Routine notice: Scheduled update to primary remittance account #9433 for contract CTR-138.,45169.08,0,none
INV-2026-10980,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -6185.,19509.14,1,fraud
INV-2026-10981,Executive travel reimbursement and client dining expense report for Q2 strategic review.,17462.41,0,none
INV-2026-10982,Special management advisory fee regarding Q3 corporate restructuring.,10886.17,1,fraud
INV-2026-10983,Monthly retainer for freight shipping per Master Service Agreement MSA-319 and PO-47664.,49815.16,0,none
INV-2026-10984,Re-submission: Invoice for PO-22053 services rendered. Remit via updated wire transfer protocol.,14394.88,1,fraud
INV-2026-10985,Routine notice: Scheduled update to primary remittance account #2256 for contract CTR-586.,32925.3,0,none
INV-2026-10986,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -6133.,10803.77,1,fraud
INV-2026-10987,Executive travel reimbursement and client dining expense report for Q2 strategic review.,44163.93,0,none
INV-2026-10988,Special management advisory fee regarding Q3 corporate restructuring.,46920.98,1,fraud
INV-2026-10989,Routine notice: Scheduled update to primary remittance account #9556 for contract CTR-973.,10831.75,0,none
INV-2026-10990,Re-submission: Invoice for PO-29722 services rendered. Remit via updated wire transfer protocol.,21102.75,1,fraud
INV-2026-10991,Monthly retainer for cybersecurity compliance audit per Master Service Agreement MSA-966 and PO-64059.,13565.89,0,none
INV-2026-10992,Special management advisory fee regarding Q3 corporate restructuring.,2357.5,1,fraud
INV-2026-10993,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-597. Approved by IT director.,10897.53,0,none
INV-2026-10994,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -1691.,48225.56,1,fraud
INV-2026-10995,Executive travel reimbursement and client dining expense report for Q2 strategic review.,45128.17,0,none
INV-2026-10996,Re-submission: Invoice for PO-96170 services rendered. Remit via updated wire transfer protocol.,12566.02,1,fraud
INV-2026-10997,Routine notice: Scheduled update to primary remittance account #5125 for contract CTR-223.,25326.1,0,none
INV-2026-10998,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,40486.24,1,fraud
INV-2026-10999,Fulfillment of PO-28910: 50 units of part #PRD-3869 shipped to Chicago distribution hub.,48526.25,0,none
INV-2026-11000,Re-submission: Invoice for PO-87264 services rendered. Remit via updated wire transfer protocol.,19360.54,1,fraud
